Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2
14.1539,22,23,19,24,14.6382,13.7021
14.1547,23,19,17,21,11.8967,16.2618
14.1548,25,17,20,22,9.93522,18.0925
14.1552,19,15,25,23,11.4915,16.6409
14.1554,15,23,15,24,19.3135,9.34188
14.1554,18,16,16,21,13.1,15.1403
14.1564,22,21,15,24,14.3228,14.0011
14.1565,23,18,23,20,10.8241,17.2662
14.1567,23,22,22,24,13.8985,14.3977
14.157,18,20,15,25,15.8143,12.6104
14.1573,20,18,15,24,14.2905,14.033
14.1577,24,17,21,23,11.2218,16.8975
14.1578,23,24,16,22,14.782,13.5753
14.1583,22,19,15,24,13.577,14.7009
14.1596,22,19,20,18,11.1398,16.9777
14.1597,23,19,21,18,10.8686,17.231
14.1599,23,23,15,19,14.9001,13.4691
14.1603,25,22,23,24,12.6183,15.5993
14.1603,18,24,15,22,17.8744,10.6943
14.1609,24,17,23,15,8.99829,18.9786
14.1609,24,24,22,22,13.0606,15.1877
14.1614,24,18,18,20,10.9217,17.1847
14.1623,22,19,19,25,13.6189,14.6695
14.1629,19,16,25,20,10.7092,17.3859
14.1629,24,19,19,15,10.5378,17.5459
14.1631,25,23,21,15,11.6909,16.4701
14.1634,19,15,17,18,10.6794,17.4146
14.1635,21,19,17,25,13.0276,15.2235
14.164,25,22,18,21,13.3989,14.878
14.1647,24,22,20,25,13.7029,14.5957
14.1649,23,25,22,20,14.5422,13.8128
14.165,23,20,23,17,11.184,16.9469
14.1653,25,18,17,16,9.43395,18.5806
14.1653,24,24,23,22,13.0094,15.2441
14.1657,25,23,20,20,12.0464,16.1434
14.1658,24,24,21,21,13.2851,14.9876
14.1658,19,16,24,15,8.98422,19.0013
14.1668,24,21,23,25,13.334,14.9441
14.1669,20,16,24,17,8.98874,18.9991
14.1676,24,18,19,19,10.9092,17.2084
14.1685,19,23,18,25,16.863,11.6541
14.1686,22,23,21,24,14.0682,14.2623
14.1694,20,18,16,25,14.3577,13.9936
14.1701,24,18,21,17,9.78276,18.2643
14.1703,15,16,18,23,14.8551,13.5312
14.1704,24,18,22,20,10.4377,17.6538
14.1704,19,15,19,21,11.3258,16.8251
14.1718,19,15,19,18,11.2274,16.9195
14.1723,19,22,18,24,16.7118,11.8024
14.1724,24,19,24,18,10.1447,17.931
14.1726,24,19,22,17,10.2518,17.8314
14.1729,21,15,17,20,9.3151,18.7063
14.173,25,21,18,24,13.1513,15.1264
14.173,25,23,22,17,11.6178,16.5575
14.1732,23,17,23,21,10.9464,17.1845
14.1735,24,23,17,21,13.5772,14.7301
14.174,19,15,15,17,10.1127,17.9639
14.1742,25,17,21,19,9.86247,18.1979
14.1756,25,24,22,21,12.1801,16.0377
14.1762,23,18,16,16,10.539,17.5705
14.1763,18,16,21,21,11.9464,16.2573
14.1766,25,23,20,23,12.7849,15.4753
14.1766,25,22,19,23,12.6858,15.5679
14.1766,24,18,17,18,10.8438,17.2868
14.1769,22,18,19,21,12.1653,16.0542
14.1775,23,22,19,20,14.0196,14.3248
14.1785,25,21,20,20,12.6141,15.6384
14.1785,25,18,18,17,10.043,18.0378
14.1787,21,18,19,25,12.8388,15.429
14.1795,21,15,20,22,9.74206,18.3205
14.1801,21,15,16,17,9.20875,18.8194
14.1805,25,17,25,18,8.94448,19.0667
14.1805,24,23,16,24,13.7718,14.562
14.1815,18,15,22,20,11.6041,16.5866
14.1819,25,21,20,24,12.8838,15.3932
14.1822,18,17,15,24,16.601,11.9249
14.1827,18,16,22,20,11.4382,16.7438
14.1828,22,24,19,21,14.6095,13.7846
14.1829,22,20,21,20,11.781,16.4245
14.183,17,16,19,16,10.8385,17.3041
14.1831,24,19,17,21,11.1006,17.0597
14.1832,22,20,24,20,10.9319,17.2173
14.1836,21,20,22,24,13.6062,14.7225
14.1841,24,19,23,16,9.94312,18.1418
14.1841,18,16,23,25,12.3705,15.8766
14.1842,24,23,18,21,13.5921,14.7367
14.1843,22,17,15,23,13.3375,14.9745
14.1843,18,16,22,22,11.3351,16.8432
14.1853,19,16,23,18,11.0291,17.1307
14.1858,19,16,20,18,9.44037,18.6142
14.1863,19,23,15,24,16.9575,11.6003
14.1864,21,17,19,25,13.0617,15.2359
14.1867,24,19,25,16,9.46442,18.5935
14.1868,21,20,15,15,12.1149,16.1203
14.1868,24,17,22,15,9.21977,18.8221
14.1875,23,23,15,20,13.7783,14.5695
14.1877,22,20,18,20,12.4715,15.7892
14.188,25,17,16,20,10.079,18.0226
14.1881,23,20,19,20,11.4654,16.7289
14.1886,25,17,21,22,9.8951,18.1953
14.1889,24,19,24,19,10.466,17.6631
14.1895,24,18,25,21,10.3501,17.7724
14.19,25,24,23,15,11.5851,16.6209
14.1903,18,16,16,24,12.681,15.5988
14.1904,21,24,18,22,14.9443,13.4868
14.1909,22,19,15,18,12.8628,15.4302
14.1912,24,19,23,21,10.9846,17.1835
14.1915,15,24,15,24,19.443,9.29088
14.192,24,19,20,18,10.5045,17.6332
14.1922,25,23,15,22,13.6289,14.7179
14.1929,25,17,20,24,10.8951,17.2705
14.1937,22,20,21,19,12.0133,16.2284
14.1937,22,24,21,24,14.5934,13.8207
14.1952,25,24,20,16,11.831,16.4015
14.1954,23,24,20,18,13.7929,14.571
14.1961,23,24,23,24,14.9622,13.4811
14.1963,24,18,16,19,11.2166,16.9769
14.1967,24,19,21,23,11.3386,16.8639
14.1971,25,22,19,21,13.0439,15.2732
14.1977,15,18,15,24,17.8338,10.8045
14.1983,17,15,17,25,14.0197,14.3649
14.1985,20,15,18,19,10.1665,17.9611
14.199,24,18,23,21,11.0098,17.1752
14.1992,23,18,15,20,12.2416,16.0261
14.1994,25,17,15,21,12.2233,16.0436
14.1995,25,24,21,22,12.9059,15.4067
14.2003,24,18,25,18,10.0727,18.0523
14.2005,23,17,19,24,11.7177,16.5174
14.2007,23,19,15,15,10.9937,17.1935
14.2009,24,17,19,24,11.3052,16.9032
14.2017,23,19,24,24,12.134,16.1312
14.2018,24,19,24,17,9.51094,18.5793
14.2021,24,18,25,24,10.8531,17.3275
14.2022,19,15,21,22,11.4161,16.8022
14.2022,19,16,20,23,11.6561,16.5783
14.2029,23,24,18,19,13.9953,14.3966
14.2029,18,16,23,21,11.8356,16.4121
14.2031,25,19,21,17,9.94943,18.1725
14.2036,24,19,23,19,10.5183,17.6427
14.2036,23,19,25,21,11.252,16.958
14.204,25,22,15,15,12.1935,16.0803
14.205,24,24,22,23,13.934,14.4578
14.2052,24,19,17,22,11.4145,16.8096
14.2056,23,17,20,23,11.9131,16.3449
14.2058,21,15,19,24,10.5797,17.5898
14.2061,25,18,20,22,10.9268,17.2663
14.2062,24,23,15,25,14.1618,14.2477
14.2067,24,23,16,25,13.6141,14.7597
14.2081,19,19,15,23,15.3018,13.1874
14.2081,19,19,15,25,15.1072,13.369
14.2088,20,16,19,23,11.2448,16.9747
14.2096,25,23,25,25,12.7211,15.5986
14.2099,20,18,22,18,13.1969,15.1552
14.2103,20,16,20,22,10.7278,17.4601
14.211,18,15,19,22,12.4242,15.8783
14.211,24,18,23,15,9.24895,18.8416
14.2121,20,16,20,17,9.59247,18.5231
14.2121,25,21,23,23,12.2808,16.0145
14.2123,23,19,16,24,12.2643,16.0303
14.2127,18,15,21,21,11.1282,17.0911
14.213,18,15,15,24,12.5757,15.741
14.2132,21,18,17,25,13.3898,14.9816
14.2138,19,20,15,25,15.7517,12.7787
14.2139,24,19,19,21,12.4632,15.8477
14.2144,23,22,19,25,14.728,13.7351
14.2159,23,22,16,25,14.4246,14.0211
14.2159,23,21,20,25,13.6449,14.7488
14.2161,24,20,15,17,11.4179,16.8273
14.2162,25,23,24,16,11.0795,17.1433
14.217,18,15,18,20,10.5798,17.6112
14.2176,21,19,21,25,13.1406,15.2226
14.2182,15,16,21,23,14.3022,14.1397
14.2192,23,25,15,24,16.3172,12.2613
14.2193,25,24,18,21,12.9297,15.4227
14.2203,24,20,19,18,10.9196,17.3006
14.2208,24,21,18,24,13.7272,14.6815
14.221,21,20,24,25,12.8747,15.4774
14.2219,22,19,24,24,11.7576,16.5216
14.2228,23,25,15,22,15.6545,12.8867
14.2231,23,19,20,23,12.1187,16.1869
14.2232,23,22,21,20,12.8813,15.4754
14.2233,22,24,19,25,15.195,13.3165
14.2234,22,24,18,25,15.5551,12.9806
14.2236,20,15,16,16,9.49619,18.6352
14.2237,25,19,25,17,9.74763,18.4007
14.2243,24,19,24,25,11.014,17.2201
14.2245,22,22,19,25,15.3364,13.1868
14.2245,25,23,19,17,12.4825,15.8501
14.2245,24,17,25,15,8.57862,19.4933
14.2253,24,17,23,19,10.1875,17.9934
14.2259,25,23,18,23,13.5778,14.8308
14.226,20,25,15,25,17.4894,11.1806
14.2261,21,19,24,25,13.0875,15.2886
14.2261,25,17,16,15,9.39615,18.7335
14.2263,24,20,25,17,10.0075,18.1634
14.2269,21,24,15,21,15.2608,13.2621
14.2271,24,18,22,21,10.5453,17.6629
14.2274,18,15,21,25,12.6046,15.7419
14.2283,15,20,15,24,18.6759,10.0777
14.2295,24,19,16,19,11.2627,16.998
14.23,20,16,23,22,11.2676,16.9945
14.2301,25,20,25,17,9.77148,18.391
14.2303,23,20,24,17,10.4028,17.8021
14.2306,25,23,25,24,12.3216,16.012
14.2314,24,17,23,18,9.85091,18.3192
14.2315,25,18,23,16,9.1258,18.9961
14.2319,25,23,19,22,13.4259,14.984
14.232,24,18,22,25,11.6468,16.6445
14.2321,25,22,19,16,12.3216,16.015
14.2323,25,17,22,18,9.13431,18.9898
14.2326,24,25,23,24,15.1025,13.4208
14.2327,24,17,22,25,11.6706,16.6236
14.2331,23,21,18,25,14.4028,14.0748
14.2334,22,19,15,20,12.4994,15.8517
14.2336,19,15,21,23,11.2217,17.0444
14.2342,24,23,23,25,13.6276,14.8003
14.2343,23,18,21,22,11.6147,16.6789
14.2343,20,16,15,15,10.2171,17.9832
14.2344,23,20,20,15,10.4759,17.7418
14.2345,25,17,17,16,9.53268,18.6223
14.2351,23,17,19,19,10.3512,17.8595
14.2353,22,24,15,24,15.5244,13.0324
14.2353,25,22,15,21,12.2826,16.0577
14.2354,25,24,18,25,13.437,14.9805
14.2366,25,19,20,17,9.5774,18.5845
14.2372,23,20,25,17,10.893,17.3579
14.2379,24,23,16,22,12.9939,15.3988
14.239,18,15,15,25,13.8206,14.6295
14.2391,21,19,15,20,13.5441,14.8877
14.2393,19,19,19,23,15.1859,13.3559
14.2394,20,16,20,18,10.6351,17.603
14.24,24,18,22,15,10.0422,18.1573
14.2404,25,21,17,24,13.2851,15.132
14.2407,22,20,23,19,11.7159,16.5969
14.241,24,18,17,19,11.7878,16.5302
14.241,25,24,25,22,11.8906,16.4345
14.2414,24,17,19,20,10.7485,17.501
14.2415,23,20,24,23,11.0812,17.1906
14.2419,25,17,25,15,8.47089,19.6274
14.2422,23,17,23,22,11.1745,17.1049
14.2427,24,18,18,19,11.0118,17.2577
14.2427,25,25,16,25,14.5624,13.9443
14.2435,25,23,21,20,12.5105,15.8607
14.2436,25,22,25,23,12.4077,15.9568
14.2438,22,23,16,24,15.2951,13.2628
14.2441,25,23,16,19,12.5491,15.8258
14.2441,17,15,18,25,14.444,14.0575
14.2446,23,20,17,15,11.3088,16.9844
14.2451,15,15,15,24,16.029,12.5803
14.2459,24,19,24,24,11.0687,17.2108
14.2463,24,19,18,17,10.3134,17.9165
14.2471,23,18,24,21,11.0351,17.2445
14.2471,22,19,24,20,11.2047,17.0862
14.2475,24,18,20,18,9.50335,18.6748
14.2482,19,16,15,16,11.2312,17.0637
14.2489,23,19,19,15,11.1406,17.1495
14.2491,23,17,20,21,10.6038,17.6509
14.2493,18,16,24,24,11.7423,16.5889
14.2497,24,24,18,16,11.7304,16.6008
14.2498,17,20,15,22,16.8864,11.7893
14.2498,25,22,18,19,12.6087,15.7813
14.2499,22,19,20,23,12.2457,16.1203
14.2504,22,24,20,25,15.3203,13.2519
14.2513,19,16,24,17,9.67306,18.5237
14.2522,25,24,18,15,11.761,16.577
14.2526,24,20,16,15,10.4221,17.8273
14.2533,22,20,22,19,11.2834,17.0249
14.2535,19,16,15,22,11.4514,16.8684
14.2536,24,18,23,23,10.8252,17.4531
14.254,20,24,15,25,16.5328,12.1273
14.2541,20,15,21,24,11.5123,16.8129
14.2541,19,15,17,24,11.5986,16.7323
14.2543,22,19,23,23,12.0873,16.2766
14.2544,22,18,17,25,13.5439,14.9173
14.2549,23,24,18,20,14.7402,13.8021
14.255,21,20,23,23,13.542,14.9203
14.255,23,19,22,17,10.8756,17.4087
14.2567,21,18,19,24,12.832,15.5862
14.2569,20,16,16,16,9.22717,18.9506
14.2572,22,20,16,18,12.439,15.9539
14.2574,19,20,20,24,14.4994,14.0314
14.2576,19,16,16,19,12.185,16.1918
14.2587,22,19,24,16,10.6547,17.6221
14.259,21,25,15,23,16.8752,11.8175
14.259,25,17,16,22,10.8273,17.4615
14.2591,24,22,15,22,14.0666,14.4388
14.2596,25,21,18,25,13.0803,15.3601
14.2596,21,15,22,18,9.98688,18.2469
14.2603,24,20,17,15,10.9649,17.3356
14.2604,23,20,21,21,11.6652,16.6822
14.2605,22,19,24,19,10.7198,17.5647
14.2607,15,24,15,18,19.3283,9.53167
14.2609,24,17,17,23,11.9575,16.4104
14.2617,20,15,22,18,9.79363,18.4313
14.2617,25,17,19,18,10.2685,17.9882
14.2618,24,17,22,18,10.0653,18.1779
14.2623,24,19,15,17,11.1624,17.1552
14.2624,19,16,15,18,11.6343,16.715
14.2627,22,25,17,21,16.0942,12.5536
14.2629,22,19,20,22,11.9432,16.4275
14.2629,22,18,20,24,12.7851,15.642
14.2631,24,19,16,16,10.0656,18.1801
14.2635,24,18,20,25,11.4541,16.8853
14.2638,25,20,17,15,9.787,18.4416
14.264,24,18,21,19,9.62848,18.5898
14.2641,23,19,18,17,11.8319,16.5338
14.2645,22,19,23,21,12.0209,16.3583
14.2651,24,17,25,24,11.2533,17.0757
14.2651,23,25,15,25,16.0352,12.6133
14.2659,19,16,21,21,11.193,17.1336
14.2667,23,19,16,25,12.6607,15.7654
14.2678,24,20,17,16,10.3829,17.8933
14.269,19,15,25,20,10.2117,18.0553
14.2691,24,18,24,18,9.72665,18.5082
14.2703,22,20,19,22,12.9183,15.532
14.2712,20,20,19,24,14.4016,14.1495
14.2722,23,20,22,18,11.1544,17.1817
14.2722,25,17,17,17,9.69925,18.5397
14.2728,25,23,24,21,12.3415,16.075
14.2729,24,24,21,24,13.628,14.8747
14.2731,23,20,18,16,11.18,17.1595
14.2731,23,19,19,21,10.9228,17.3996
14.2731,20,15,25,17,9.25382,18.9571
14.2732,23,22,21,23,14.0605,14.4716
14.274,21,15,18,19,9.5908,18.6444
14.274,24,20,20,18,10.3132,17.9702
14.2741,20,15,16,17,9.57792,18.6566
14.2742,22,24,22,22,15.1597,13.4478
14.2747,19,16,16,21,12.1985,16.2122
14.275,23,20,20,18,10.7224,17.5902
14.2757,20,16,20,21,10.8412,17.4808
14.2759,23,17,16,24,12.2805,16.138
14.276,15,23,15,23,19.5156,9.38636
14.2763,24,24,16,24,14.0012,14.5331
14.2764,25,23,16,21,13.1585,15.3197
14.2774,24,20,22,17,10.2937,17.995
14.2776,22,18,18,25,14.0422,14.4973
14.2777,24,19,18,16,10.0996,18.1767
14.2778,25,23,23,24,12.7042,15.7464
14.2786,24,23,19,19,13.0164,15.4565
14.2793,23,19,17,24,12.8797,15.5855
14.2796,25,24,23,16,11.5394,16.8367
14.2797,22,20,25,15,9.85441,18.4094
14.2805,24,19,16,22,11.5882,16.793
14.2812,16,17,15,25,17.6951,11.0954
14.2815,25,22,19,18,12.8084,15.6562
14.2818,23,19,17,19,11.5629,16.819
14.2831,23,23,16,24,14.6967,13.8971
14.2833,22,18,25,22,11.8557,16.5487
14.2839,20,16,18,17,9.31635,18.9195
14.2839,18,16,15,17,11.6285,16.7618
14.2839,24,22,20,22,13.0962,15.3923
14.2842,25,19,21,15,9.18376,19.044
14.2847,19,15,22,19,11.1346,17.2244
14.2858,22,20,20,25,13.2061,15.2934
14.2858,19,15,21,18,9.99918,18.2862
14.286,24,17,23,16,9.68362,18.581
14.2861,22,17,23,24,12.7329,15.7356
14.2863,19,25,15,24,18.4998,10.3543
14.2868,25,17,21,25,10.6704,17.6616
14.2875,25,18,21,15,9.5622,18.6972
14.2881,25,24,19,16,11.5932,16.8031
14.2882,20,15,23,22,11.0122,17.3454
14.2883,23,19,24,17,10.7946,17.5487
14.2884,19,15,25,25,11.6776,16.7249
14.2889,24,24,24,23,13.0169,15.4759
14.2899,18,16,19,23,13.0053,15.4888
14.29,25,19,16,17,10.3264,17.9889
14.2904,24,20,19,21,11.2626,17.1159
14.2906,23,17,17,23,11.8661,16.5531
14.2908,23,19,18,19,11.4982,16.8968
14.2908,23,22,15,20,14.527,14.0703
14.291,25,24,21,24,13.6941,14.848
14.2912,24,17,23,17,9.46631,18.7938
14.2922,24,18,18,18,10.7448,17.6026
14.2922,20,15,25,20,9.57329,18.6959
14.2923,24,19,24,22,10.2933,18.0242
14.2926,21,15,16,15,9.30178,18.9501
14.293,20,15,25,23,10.7269,17.621
14.2935,18,16,23,15,10.4263,17.9024
14.294,19,15,25,22,10.8999,17.4614
14.2944,24,24,23,23,12.8791,15.6151
14.2944,18,16,18,15,9.89675,18.3984
14.2955,23,19,17,20,11.5025,16.9019
14.2967,25,23,16,24,13.3321,15.1969
14.2973,16,16,21,24,14.1111,14.471
14.2975,25,22,21,15,11.2909,17.1032
14.2977,24,19,21,17,10.3741,17.9592
14.2977,25,17,23,19,10.1661,18.1533
14.2979,24,20,25,23,11.2447,17.1471
14.2986,25,23,16,22,12.5511,15.9294
14.2989,23,24,15,25,14.9214,13.718
14.2995,24,18,19,17,10.686,17.6717
14.2996,23,19,21,23,11.5415,16.8734
14.3016,25,22,19,24,13.3314,15.207
14.3024,25,23,22,24,12.5353,15.9514
14.3027,23,18,25,23,11.5258,16.894
14.3039,25,21,22,25,12.9695,15.5491
14.3046,24,22,20,24,13.6183,14.9451
14.3058,22,21,18,24,15.1673,13.5018
14.307,25,17,24,24,10.9181,17.4695
14.3077,18,16,24,20,10.8967,17.4908
14.308,22,20,21,25,13.4442,15.114
14.3086,15,24,15,22,20.3929,8.63073
14.3101,19,15,17,15,10.0065,18.3262
14.3105,24,24,21,20,12.6486,15.8614
14.3108,21,15,20,19,9.88376,18.4421
14.3112,23,23,17,25,14.5838,14.0568
14.3117,22,20,19,21,12.9054,15.6241
14.3118,24,18,22,24,11.0115,17.3917
14.3129,23,19,25,16,10.1869,18.1632
14.313,23,20,25,16,10.3646,17.9975
14.314,25,22,22,16,10.8819,17.5168
14.3153,17,16,21,25,13.3939,15.1751
14.3157,22,20,21,24,12.5816,15.9339
14.3158,24,18,25,23,10.6512,17.7356
14.3158,22,18,22,25,12.8626,15.6719
14.3163,22,23,15,22,15.1726,13.5173
14.3165,22,20,23,18,11.0043,17.4073
14.3167,23,19,16,22,11.5659,16.8838
14.3174,24,25,15,21,15.4614,13.2499
14.3179,22,17,17,25,12.5572,15.9611
14.3183,25,23,22,16,11.4363,17.0078
14.3187,23,19,22,24,11.2304,17.2008
14.3191,22,17,21,24,12.6194,15.9054
14.3193,23,22,19,23,14.5756,14.08
14.3199,20,16,16,22,11.2385,17.1953
14.3201,25,24,16,23,13.7514,14.8509
14.3212,21,20,15,23,13.5542,15.0369
14.3213,23,18,18,20,12.1332,16.3632
14.3221,24,24,20,24,13.5709,15.023
14.3225,25,23,18,15,12.2084,16.2953
14.3225,24,24,17,23,14.3011,14.3424
14.3226,23,18,25,25,11.5565,16.904
14.3227,24,19,23,20,10.7857,17.6234
14.3229,22,20,17,24,13.3816,15.2013
14.3235,19,18,15,23,14.9519,13.737
14.324,24,23,18,24,13.9098,14.7106
14.3241,15,23,16,25,19.6372,9.36598
14.325,25,17,24,20,9.56916,18.7631
14.326,22,20,22,20,11.367,17.0873
14.3264,25,18,19,17,10.7736,17.6419
14.3265,23,23,18,20,13.6447,14.9627
14.3265,22,25,15,24,16.648,12.1601
14.3269,23,18,20,18,10.6053,17.7998
14.3277,22,19,25,25,12.1904,16.3222
14.3277,25,23,17,16,11.9163,16.5781
14.3279,23,17,24,25,11.6953,16.7846
14.3287,23,17,25,25,11.896,16.5989
14.3288,24,19,16,15,9.80032,18.5548
14.3292,23,19,21,25,11.9626,16.5378
14.3295,25,17,23,25,10.9874,17.4483
14.331,24,20,16,19,11.1777,17.2735
14.331,18,16,21,16,10.1079,18.2719
14.3313,25,22,17,15,11.5812,16.8976
14.3314,25,25,17,24,14.6273,14.0554
14.3315,23,18,16,22,11.748,16.7424
14.3323,24,20,21,18,10.8124,17.6171
14.3339,25,25,23,24,13.6816,14.9427
14.334,24,20,21,22,11.2586,17.204
14.3341,25,24,19,22,13.448,15.1611
14.3343,25,22,16,24,12.9234,15.651
14.3349,23,17,23,20,11.1031,17.3509
14.3352,23,23,15,24,15.1293,13.5941
14.3354,22,24,19,20,14.7677,13.9319
14.3354,21,15,18,15,10.2467,18.1509
14.336,19,15,19,17,9.93103,18.4468
14.3364,24,17,21,24,11.0667,17.3877
14.3366,24,19,23,15,9.9476,18.4324
14.3366,25,24,23,23,13.279,15.3236
14.3368,24,17,15,16,10.0877,18.3021
14.3376,24,17,23,25,11.0087,17.4441
14.3379,20,15,24,25,10.9364,17.5122
14.338,20,16,21,18,9.82256,18.5517
14.3381,19,15,18,21,11.9691,16.5488
14.3385,23,18,16,23,11.8972,16.6168
14.3389,24,17,25,21,10.3641,18.0481
14.3399,25,23,23,23,12.5814,15.9809
14.3399,18,16,18,21,11.7102,16.794
14.34,21,15,18,17,9.64825,18.7183
14.3402,25,18,24,19,10.0103,18.3809
14.3404,25,24,20,25,12.8256,15.754
14.3405,25,24,25,21,11.6205,16.8788
14.3408,24,18,21,20,10.1082,18.2907
14.341,23,20,24,20,11.015,17.4447
14.3413,21,15,18,18,9.50838,18.8514
14.3415,22,18,19,24,12.5001,16.0599
14.3416,25,18,22,18,10.0536,18.343
14.3426,24,19,21,20,10.9302,17.5271
14.3432,15,16,15,25,17.0617,11.8062
14.344,22,17,21,25,13.1241,15.4824
14.3444,24,18,20,21,10.3184,18.1014
14.3446,19,15,21,25,11.7213,16.7927
14.3448,16,16,19,24,13.9819,14.6835
14.3454,25,18,20,15,9.40487,18.9559
14.3454,24,20,22,23,12.1236,16.4189
14.3461,23,19,18,23,13.4613,15.1718
14.3464,20,15,18,21,10.4341,17.9974
14.3468,25,21,16,25,13.1924,15.4241
14.3471,19,16,22,18,10.4849,17.9513
14.3474,24,24,25,23,12.9283,15.6717
14.348,24,20,20,16,10.5581,17.8847
14.3482,24,18,21,25,11.0209,17.4532
14.3485,23,24,16,25,15.4591,13.3121
14.3485,21,15,17,19,10.2081,18.2124
14.3486,24,18,15,18,10.752,17.705
14.3489,25,24,16,25,13.5537,15.0909
14.349,24,18,25,25,11.7531,16.7714
14.3494,24,17,15,22,11.1545,17.3309
14.3499,15,24,15,21,19.4585,9.58248
14.3501,17,16,23,24,12.0698,16.478
14.3514,23,19,25,24,11.7068,16.8193
14.3517,20,16,25,23,11.0191,17.4617
14.3521,24,25,19,23,15.146,13.6113
14.3522,25,23,18,22,12.9589,15.6524
14.3523,22,18,15,16,11.0143,17.4673
14.3531,23,20,22,21,11.5512,16.9678
14.3533,25,24,21,16,11.929,16.6157
14.3539,23,17,15,23,13.5588,15.096
14.3546,24,23,18,25,14.3996,14.3125
14.3548,18,15,25,25,11.7805,16.7571
14.355,22,20,17,23,12.6934,15.9057
14.3553,25,23,19,20,12.5452,16.0445
14.3554,23,17,16,20,11.3797,17.1323
14.3556,21,19,18,24,13.2562,15.3815
14.3559,25,18,22,19,10.0415,18.3822
14.356,24,19,25,18,10.0884,18.3385
14.3562,22,18,18,22,12.8944,15.7203
14.3565,20,20,23,23,13.2416,15.3969
14.3565,22,20,18,22,12.6159,15.9807
14.3565,23,20,25,20,10.9275,17.5565
14.3568,16,15,19,25,15.2485,13.5246
14.3577,22,18,15,25,13.8786,14.8049
14.3583,20,16,19,21,11.4225,17.098
14.3584,24,17,23,20,9.85186,18.5639
14.3593,25,24,20,24,13.2088,15.4331
14.3594,25,18,18,18,10.5389,17.9248
14.3596,24,17,16,16,9.79177,18.6223
14.3615,24,19,19,22,11.2298,17.284
14.3615,24,20,16,17,10.8522,17.6364
14.3615,17,15,15,21,13.7313,14.9496
14.3623,24,23,19,21,14.0119,14.6893
14.3626,25,19,19,15,10.0351,18.4011
14.3626,21,25,18,25,16.9481,11.9499
14.3629,24,22,19,24,13.9035,14.7915
14.3631,24,18,20,22,11.1565,17.3555
14.3635,24,17,15,15,9.89099,18.5373
14.3642,22,25,15,21,16.3626,12.4993
14.3643,22,20,25,18,11.3387,17.1878
14.3644,25,24,22,17,12.1628,16.4189
14.3646,24,23,15,22,13.5059,15.1659
14.3647,20,20,19,22,12.5056,16.0997
14.3648,25,17,25,20,9.18448,19.199
14.365,25,20,18,15,10.2642,18.1918
14.3651,23,20,21,24,11.9218,16.6453
14.3659,23,20,21,22,12.1627,16.4219
14.3662,24,24,25,25,13.1202,15.5291
14.3665,24,19,24,23,11.3728,17.1602
14.3666,24,19,19,23,12.1759,16.4109
14.3676,20,20,18,24,14.3955,14.3414
14.3676,19,15,23,15,9.24686,19.1464
14.3681,21,15,20,25,10.9368,17.5701
14.3681,24,20,15,21,12.541,16.0732
14.3683,19,16,25,24,11.1319,17.3885
14.3687,23,17,22,23,11.0917,17.4268
14.3689,19,15,25,21,10.7839,17.7145
14.3691,24,24,18,23,13.6823,15.01
14.3699,23,18,24,25,11.9315,16.6454
14.3703,22,20,19,25,13.3514,15.3211
14.3703,25,23,22,23,12.2441,16.3545
14.3703,23,20,20,22,12.6599,15.9665
14.371,24,18,24,25,11.343,17.1968
14.3711,25,22,20,24,13.116,15.5423
14.3718,25,22,22,25,12.8502,15.7918
14.3722,24,18,20,20,10.5428,17.9457
14.3722,23,22,23,24,14.6353,14.1266
14.3723,23,22,18,25,14.2559,14.4809
14.3724,22,19,15,19,12.5267,16.0949
14.3728,19,15,24,23,11.2987,17.2416
14.373,18,16,20,23,12.7777,15.8618
14.3735,21,19,15,22,13.6954,15.0062
14.3737,22,20,22,21,12.3989,16.2167
14.3744,23,20,24,16,10.1928,18.2767
14.3744,24,22,15,23,14.6229,14.1426
14.3749,23,20,19,15,10.4959,17.9948
14.3754,23,24,19,25,14.601,14.1648
14.377,19,16,18,19,11.7806,16.8001
14.3771,24,23,15,17,13.5383,15.1598
14.3773,25,24,23,22,12.9919,15.6701
14.3776,15,24,16,24,20.0528,9.08151
14.3777,24,17,21,25,11.8274,16.7577
14.3778,23,19,25,25,11.7625,16.8183
14.3779,25,22,18,22,13.0715,15.5971
14.3784,25,21,16,23,12.6988,15.9458
14.3785,25,23,16,20,12.4489,16.1792
14.3793,21,19,15,19,13.5687,15.1358
14.3797,24,18,24,21,10.551,17.9527
14.38,19,16,16,20,11.6708,16.9082
14.3804,25,21,19,25,14.0986,14.6434
14.3805,25,24,16,22,13.8185,14.905
14.3815,22,20,22,22,12.2992,16.3247
14.3819,22,24,15,23,15.456,13.3795
14.3824,21,15,20,18,9.44396,18.991
14.3824,25,17,25,23,10.307,18.1857
14.3827,24,17,19,22,11.7386,16.8502
14.3829,17,16,17,23,13.1533,15.5304
14.3834,20,15,20,20,10.2758,18.2167
14.384,20,16,16,17,10.1419,18.3427
14.385,25,21,22,24,13.7312,14.9951
14.3854,22,17,17,24,13.8146,14.918
14.386,25,18,18,21,10.3562,18.1467
14.3869,23,23,18,25,15.3218,13.5144
14.3872,24,20,23,15,10.4296,18.0804
14.3873,25,24,19,20,13.0643,15.6219
